file,status,summary
FrontAgentDetailOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 46 assertions)
FrontAgentDirectTransferScopeFallbackModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontAgentDirectTransferWriteClosureModuleTest.php,PASS,OK (5 tests; 53 assertions)
FrontAgentGroupChangeApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontAgentGroupChangeFormClosureModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontAgentGroupChangeGroupCategoryClosureModuleTest.php,PASS,OK (3 tests; 10 assertions)
FrontAgentGroupChangeLegacyReasonClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
FrontAgentGroupChangeListApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontAgentGroupChangeOwnerBoundaryClosureModuleTest.php,PASS,OK (6 tests; 29 assertions)
FrontAgentGroupChangeStateBoundaryClosureModuleTest.php,PASS,OK (4 tests; 13 assertions)
FrontAgentGroupChangeWriteClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
FrontAgentLevelConfirmationApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontAgentLevelConfirmationChangeApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 17 assertions)
FrontAgentLevelConfirmationOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 43 assertions)
FrontAgentLevelConfirmationScopeFallbackModuleTest.php,PASS,OK (2 tests; 20 assertions)
FrontAgentLevelOptionsApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontAgentMainListApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontAgentMainListOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 45 assertions)
FrontAgentMainListScopeFallbackModuleTest.php,PASS,OK (2 tests; 31 assertions)
FrontAgentParentPathApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 11 assertions)
FrontAgentParentPathScopeFallbackModuleTest.php,PASS,OK (2 tests; 12 assertions)
FrontAgentScopeDepthFallbackModuleTest.php,PASS,OK (2 tests; 11 assertions)
FrontAgentScopeFallbackModuleTest.php,PASS,OK (3 tests; 20 assertions)
FrontAgentStatisticsApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontAgentTargetUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 5 assertions)
FrontAuthControllerCommentReadabilityTest.php,PASS,OK (2 tests; 34 assertions)
FrontAuthControllerLocalizationTest.php,PASS,OK (2 tests; 36 assertions)
FrontAuthRegistrationLoginClosureTest.php,KILLED,Tests: 9; Assertions: 11; Failures: 5.
FrontBaseControllerCommentReadabilityTest.php,PASS,OK (2 tests; 16 assertions)
FrontBigAgentLegacyShellClosureTest.php,PASS,OK (11 tests; 129 assertions)
FrontBigAgentLoginSecurityClosureTest.php,PASS,OK (5 tests; 70 assertions)
FrontBigNumberControllerCommentReadabilityTest.php,PASS,OK (3 tests; 44 assertions)
FrontBigNumberListAndOrderApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 26 assertions)
FrontBigNumberOwnerBoundaryClosureModuleTest.php,PASS,OK (16 tests; 141 assertions)
FrontBigNumberPositionApplicantBoundaryClosureModuleTest.php,PASS,OK (4 tests; 20 assertions)
FrontBigNumberPositionOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 30 assertions)
FrontBigNumberScopeFallbackModuleTest.php,PASS,OK (2 tests; 16 assertions)
FrontBusinessModulesClosureTest.php,KILLED,Tests: 21; Assertions: 21; Failures: 21.
FrontCancelApplyOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 15 assertions)
FrontCancelControllerCommentReadabilityTest.php,PASS,OK (2 tests; 26 assertions)
FrontCancelLegacyApplyOwnerBoundaryClosureModuleTest.php,PASS,OK (2 tests; 11 assertions)
FrontCancelLifecycleClosureModuleTest.php,PASS,OK (10 tests; 65 assertions)
FrontCancelVerificationCodeOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 16 assertions)
FrontCancelVerificationOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
FrontCommissionControllerCommentReadabilityTest.php,PASS,OK (2 tests; 38 assertions)
FrontCommissionHistoryApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
FrontCommissionHistoryOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 30 assertions)
FrontCommissionOrderChainScopeFallbackModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontCommissionRealtimeApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontCommissionRealtimeDetailApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontCommissionRealtimeOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 34 assertions)
FrontCommissionScopeFallbackModuleTest.php,PASS,OK (2 tests; 23 assertions)
FrontCommissionServiceOrderCalculationClosureModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontCommissionServiceScopeFallbackModuleTest.php,PASS,OK (2 tests; 17 assertions)
FrontCommissionTransferApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 10 assertions)
FrontCommissionTransferAtomicityClosureModuleTest.php,PASS,OK (2 tests; 23 assertions)
FrontCommissionTransferJavascriptClosureModuleTest.php,PASS,OK (5 tests; 174 assertions)
FrontCommissionTransferOptionsApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
FrontCommissionTransferOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 43 assertions)
FrontCommissionTransferSagaRouteClosureModuleTest.php,PASS,OK (7 tests; 59 assertions)
FrontCustomerControllerCommentReadabilityTest.php,PASS,OK (2 tests; 23 assertions)
FrontCustomerScopeFallbackModuleTest.php,PASS,OK (2 tests; 16 assertions)
FrontDashboardControllerCommentReadabilityTest.php,PASS,OK (2 tests; 31 assertions)
FrontDashboardPaginationValidationClosureModuleTest.php,PASS,OK (3 tests; 20 assertions)
FrontDashboardScopeFallbackModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontDemoDataSeederLoginClosureModuleTest.php,PASS,OK (4 tests; 15 assertions)
FrontDepositControllerCommentReadabilityTest.php,PASS,OK (2 tests; 28 assertions)
FrontDepositOwnerBoundaryClosureModuleTest.php,PASS,OK (6 tests; 40 assertions)
FrontDepositPaymentOrderIdempotencyClosureModuleTest.php,KILLED,Tests: 36; Assertions: 433; Errors: 1.
FrontDepositRefundStatusTextClosureModuleTest.php,PASS,OK (1 test; 2 assertions)
FrontDirectCustomerDetailApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
FrontDirectTransferApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 17 assertions)
FrontendRouteManifestTest.php,PASS,OK (17 tests; 54 assertions)
FrontFamilyTreeAgentStatsScopeFallbackModuleTest.php,PASS,OK (2 tests; 10 assertions)
FrontFlowControllerCommentReadabilityTest.php,PASS,OK (2 tests; 45 assertions)
FrontFlowDirectAgentApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 22 assertions)
FrontFlowDirectAgentRouteScopeModuleTest.php,PASS,OK (3 tests; 32 assertions)
FrontFlowDirectDepositApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontFlowDirectDepositExportApplicantBoundaryClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
FrontFlowDirectOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 44 assertions)
FrontFlowDirectWithdrawApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontFlowDownloadFileApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 9 assertions)
FrontFlowDownloadFileOwnerBoundaryClosureModuleTest.php,PASS,OK (2 tests; 12 assertions)
FrontFlowOwnScopeOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 41 assertions)
FrontForgotPasswordControllerCommentReadabilityTest.php,PASS,OK (3 tests; 37 assertions)
FrontForgotPasswordPageClosureTest.php,PASS,OK (2 tests; 9 assertions)
FrontForgotPasswordSecurityClosureModuleTest.php,PASS,OK (11 tests; 55 assertions)
FrontGiftAddressOwnerBoundaryClosureModuleTest.php,PASS,OK (7 tests; 33 assertions)
FrontGiftAddressTransactionClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
FrontGiftControllerCommentReadabilityTest.php,PASS,OK (2 tests; 29 assertions)
FrontGiftShipmentOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 23 assertions)
FrontIdentityAtomicStorageClosureModuleTest.php,PASS,OK (1 test; 3 assertions)
FrontLegacyAgentPositionSummaryClosureModuleTest.php,PASS,OK (7 tests; 48 assertions)
FrontLegacyAgentPositionSummaryPageClosureTest.php,PASS,OK (2 tests; 6 assertions)
FrontLegacyAuthenticationBoundaryClosureModuleTest.php,PASS,OK (12 tests; 208 assertions)
FrontLegacyCheckEmailClosureModuleTest.php,PASS,OK (6 tests; 14 assertions)
FrontLegacyCommissionSummaryClosureModuleTest.php,PASS,OK (5 tests; 29 assertions)
FrontLegacyDashboardEntryClosureModuleTest.php,PASS,OK (2 tests; 11 assertions)
FrontLegacyDashboardWiringClosureModuleTest.php,PASS,OK (6 tests; 68 assertions)
FrontLegacyDepositRequestClosureModuleTest.php,PASS,OK (6 tests; 26 assertions)
FrontLegacyDirectCustomerDetailAssetTest.php,PASS,OK (2 tests; 11 assertions)
FrontLegacyDirectCustomerInfoDataContractClosureModuleTest.php,PASS,OK (4 tests; 50 assertions)
FrontLegacyFeedbackClosureModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontLegacyGiftAddressClosureModuleTest.php,PASS,OK (8 tests; 40 assertions)
FrontLegacyLoginHistoryDataContractClosureModuleTest.php,PASS,OK (1 test; 10 assertions)
FrontLegacyLoginPageSessionClosureModuleTest.php,KILLED,Tests: 4; Assertions: 28; Failures: 1.
FrontLegacyLoginUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontLegacyLogoutClosureModuleTest.php,PASS,OK (5 tests; 16 assertions)
FrontLegacyMaintenanceControllerCommentReadabilityTest.php,PASS,OK (2 tests; 13 assertions)
FrontLegacyMaintenanceRuntimeClosureModuleTest.php,PASS,OK (25 tests; 121 assertions)
FrontLegacyMethodPolicyClosureModuleTest.php,PASS,OK (2 tests; 82 assertions)
FrontLegacyNewsAuthenticationAndHotContractClosureModuleTest.php,PASS,OK (5 tests; 63 assertions)
FrontLegacyPageControllerCommentReadabilityTest.php,PASS,OK (2 tests; 19 assertions)
FrontLegacyPaymentFormIntentClosureModuleTest.php,PASS,OK (6 tests; 76 assertions)
FrontLegacyPaymentFormIntentSourceContractTest.php,PASS,OK (4 tests; 15 assertions)
FrontLegacyPositionSummary2ClosureModuleTest.php,PASS,OK (1 test; 13 assertions)
FrontLegacyPositionSummary2PageClosureTest.php,PASS,OK (2 tests; 15 assertions)
FrontLegacyProfilePageClosureModuleTest.php,PASS,OK (3 tests; 100 assertions)
FrontLegacyProfileVerificationLifecycleClosureModuleTest.php,PASS,OK (10 tests; 57 assertions)
FrontLegacyRegisterPayloadCompatibilityClosureModuleTest.php,PASS,OK (12 tests; 62 assertions)
FrontLegacyRouteCompatibilityTest.php,PASS,OK (14 tests; 1337 assertions)
FrontLegacySpreadCommissionSummaryClosureModuleTest.php,PASS,OK (4 tests; 16 assertions)
FrontMenuPermissionRouteConsistencyTest.php,PASS,OK (1 test; 2 assertions)
FrontNewsControllerCommentReadabilityTest.php,PASS,OK (2 tests; 20 assertions)
FrontNewsDetailRouteClosureModuleTest.php,PASS,OK (4 tests; 44 assertions)
FrontNewsListInputValidationClosureModuleTest.php,PASS,OK (4 tests; 99 assertions)
FrontNewsTranslationSoftDeleteClosureModuleTest.php,PASS,OK (5 tests; 27 assertions)
FrontOrderChainScopeFallbackModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontOrderControllerCommentReadabilityTest.php,PASS,OK (2 tests; 21 assertions)
FrontOrderDetailOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 18 assertions)
FrontOrderOwnScopeOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 27 assertions)
FrontPaymentCallbackStateMachineClosureModuleTest.php,PASS,OK (25 tests; 80 assertions)
FrontPaymentFakeProviderSmokeTest.php,PASS,OK (2 tests; 17 assertions)
FrontPaymentNotifyControllerCommentReadabilityTest.php,PASS,OK (2 tests; 16 assertions)
FrontPaymentRouteSafetyClosureModuleTest.php,PASS,OK (4 tests; 39 assertions)
FrontPositionControllerCommentReadabilityTest.php,PASS,OK (2 tests; 38 assertions)
FrontPositionDirectAgentSummaryApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontPositionScopeFallbackModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontPositionSummaryApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontPositionSummaryChainScopeFallbackModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontPositionSummaryControllerCommentReadabilityTest.php,PASS,OK (2 tests; 30 assertions)
FrontPositionSummaryScopeFallbackModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontPositionTradeDetailApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 15 assertions)
FrontProfileAvatarOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 22 assertions)
FrontProfileBankCardOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 32 assertions)
FrontProfileBankChangeSubmitOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 34 assertions)
FrontProfileBankChangeVerificationCheckOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 11 assertions)
FrontProfileBankChangeVerificationCodeOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontProfileClosureTest.php,KILLED,Tests: 5; Assertions: 5; Failures: 4.
FrontProfileContactInfoOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 26 assertions)
FrontProfileContactUniquenessOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 10 assertions)
FrontProfileControllerCommentReadabilityTest.php,PASS,OK (2 tests; 51 assertions)
FrontProfileIdentityOwnerBoundaryClosureModuleTest.php,PASS,OK (4 tests; 33 assertions)
FrontProfileModernContactChangeOwnerBoundaryClosureModuleTest.php,PASS,OK (5 tests; 27 assertions)
FrontProfilePasswordOwnerBoundaryClosureModuleTest.php,PASS,OK (8 tests; 45 assertions)
FrontProfileRelationshipApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
FrontProfileRelationshipScopeFallbackModuleTest.php,PASS,OK (2 tests; 6 assertions)
FrontProfileRemotePasswordVerificationClosureModuleTest.php,PASS,OK (5 tests; 37 assertions)
FrontProfileUpdateOwnerBoundaryClosureModuleTest.php,PASS,OK (2 tests; 13 assertions)
FrontProfileUpdateVerificationCodeOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 18 assertions)
FrontPublicFoundationClosureModuleTest.php,PASS,OK (2 tests; 14 assertions)
FrontRegisterVerificationLifecycleClosureModuleTest.php,PASS,OK (19 tests; 117 assertions)
FrontRegistrationRuleAndFamilyTreeServiceCommentReadabilityTest.php,PASS,OK (3 tests; 36 assertions)
FrontRegistrationSuccessNotificationClosureModuleTest.php,PASS,OK (4 tests; 21 assertions)
FrontTradeSymbolControllerCommentReadabilityTest.php,PASS,OK (2 tests; 19 assertions)
FrontUiRegressionTest.php,PASS,OK (116 tests; 2228 assertions)
FrontUploadControllerCommentReadabilityTest.php,PASS,OK (2 tests; 25 assertions)
FrontUploadSessionCompatibilityTest.php,PASS,OK (1 test; 4 assertions)
FrontUserAuthModelCommentReadabilityTest.php,PASS,OK (1 test; 45 assertions)
FrontUserDetailApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 8 assertions)
FrontUserLoginHistoryApplicantBoundaryClosureModuleTest.php,PASS,OK (3 tests; 10 assertions)
FrontUserLoginHistoryOwnerBoundaryClosureModuleTest.php,PASS,OK (3 tests; 31 assertions)
FrontVoucherControllerCommentReadabilityTest.php,PASS,OK (2 tests; 21 assertions)
FrontWithdrawalFundingSchemaClosureModuleTest.php,KILLED,
FrontWithdrawalLegacyRouteAndUiClosureModuleTest.php,PASS,OK (3 tests; 46 assertions)
FrontWithdrawControllerCommentReadabilityTest.php,PASS,OK (2 tests; 31 assertions)
FrontWithdrawIdempotencyJavascriptClosureModuleTest.php,KILLED,
FrontWithdrawOwnerBoundaryClosureModuleTest.php,PASS,OK (6 tests; 35 assertions)
FrontWithdrawSettlementClosureModuleTest.php,PASS,OK (128 tests; 955 assertions)
FrontWithdrawTask2EvidenceTest.php,PASS,OK (3 tests; 140 assertions)
AdminAccountBackendReadabilityTest.php,PASS,OK (1 test; 47 assertions)
AdminAccountCreatePrimaryKeyBoundaryClosureModuleTest.php,PASS,OK (2 tests; 14 assertions)
AdminAccountDeleteRouteTargetBoundaryClosureModuleTest.php,PASS,OK (2 tests; 13 assertions)
AdminAccountFieldModuleTest.php,PASS,OK (3 tests; 19 assertions)
AdminAccountListPasswordHiddenClosureModuleTest.php,PASS,OK (2 tests; 16 assertions)
AdminAccountListSoftDeleteBoundaryClosureModuleTest.php,PASS,OK (2 tests; 16 assertions)
AdminAccountResetPasswordClosureModuleTest.php,PASS,OK (3 tests; 25 assertions)
AdminAccountRoleStatusValidationClosureModuleTest.php,KILLED,
AdminAccountRouteIdValidationClosureModuleTest.php,PASS,OK (4 tests; 25 assertions)
AdminAccountRouteTargetBoundaryClosureModuleTest.php,PASS,OK (2 tests; 18 assertions)
AdminAccountUniqueIdentityClosureModuleTest.php,KILLED,
AdminAccountUpdateBlankPasswordClosureModuleTest.php,PASS,OK (2 tests; 16 assertions)
AdminAdminsJsCommentReadabilityTest.php,KILLED,
AdminAgentCommissionAgentIdValidationClosureModuleTest.php,PASS,OK (2 tests; 10 assertions)
AdminAgentConfirmationApproveRemarkClosureModuleTest.php,PASS,OK (2 tests; 10 assertions)
AdminAgentConfirmationModuleTest.php,PASS,OK (5 tests; 42 assertions)
AdminAgentDescendantsAgentIdValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminAgentDescendantsModuleTest.php,PASS,OK (2 tests; 43 assertions)
AdminAgentDetailAgentIdValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminAgentExportModuleTest.php,PASS,OK (6 tests; 30 assertions)
AdminAgentLevelAgentIdValidationClosureModuleTest.php,PASS,OK (2 tests; 10 assertions)
AdminAgentLevelCommissionValidationClosureModuleTest.php,PASS,OK (3 tests; 17 assertions)
AdminAgentLevelExistsValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminAgentLevelRouteIdValidationClosureModuleTest.php,PASS,OK (3 tests; 19 assertions)
AdminAgentLevelsJsCommentReadabilityTest.php,PASS,OK (2 tests; 16 assertions)
AdminAgentLevelUpdateFieldModuleTest.php,PASS,OK (3 tests; 8 assertions)
AdminAgentListExportAgentIdValidationClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
AdminAgentOperationPermissionMigrationTest.php,PASS,OK (1 test; 31 assertions)
AdminAgentRejectReasonTrimValidationClosureModuleTest.php,PASS,OK (2 tests; 12 assertions)
AdminAgentStatsDataScopeTest.php,KILLED,
AdminAgentStatsModuleTest.php,PASS,OK (7 tests; 50 assertions)
AdminAgentStatsUserIdValidationClosureModuleTest.php,KILLED,
AdminAuthControllerCommentReadabilityTest.php,PASS,OK (1 test; 35 assertions)
AdminAuthenticateMiddlewareLocalizationTest.php,PASS,OK (2 tests; 8 assertions)
AdminAuthenticationModuleTest.php,PASS,OK (6 tests; 45 assertions)
AdminAuthenticationUserIdValidationClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
AdminAuthModelCommentReadabilityTest.php,PASS,OK (1 test; 32 assertions)
AdminAuthReviewMt4SyncClosureModuleTest.php,PASS,OK (3 tests; 16 assertions)
AdminBatchAmountImportModuleTest.php,PASS,OK (8 tests; 94 assertions)
AdminBatchAmountImportMt4SyncClosureModuleTest.php,PASS,OK (7 tests; 53 assertions)
AdminBatchAmountImportNumericFilterValidationClosureModuleTest.php,PASS,OK (3 tests; 54 assertions)
AdminBatchAmountImportPermissionMigrationTest.php,PASS,OK (1 test; 37 assertions)
AdminBatchAmountImportRetryModuleTest.php,PASS,OK (7 tests; 49 assertions)
AdminBatchAmountImportStuckProcessingRecoveryClosureModuleTest.php,PASS,OK (3 tests; 14 assertions)
AdminBatchCreditImportModuleTest.php,PASS,OK (7 tests; 49 assertions)
AdminBatchCreditImportMt4SyncClosureModuleTest.php,KILLED,
AdminBatchCreditImportNumericFilterValidationClosureModuleTest.php,PASS,OK (3 tests; 33 assertions)
AdminBatchCreditImportPermissionMigrationTest.php,PASS,OK (1 test; 22 assertions)
AdminBatchCreditImportRetryModuleTest.php,PASS,OK (7 tests; 27 assertions)
AdminBatchImportRetryRouteIdValidationClosureModuleTest.php,PASS,OK (3 tests; 20 assertions)
AdminBigAgentBackendFieldAlignmentTest.php,PASS,OK (1 test; 38 assertions)
AdminBigAgentIdStatusValidationClosureModuleTest.php,PASS,OK (5 tests; 26 assertions)
AdminBigAgentsCommentReadabilityTest.php,PASS,OK (2 tests; 52 assertions)
AdminBigAgentSubAgentIntegrityClosureTest.php,PASS,OK (2 tests; 20 assertions)
AdminBigAgentWriteClosureTest.php,KILLED,
AdminBigNumberModuleTest.php,KILLED,
AdminBlacklistCommentReadabilityTest.php,PASS,OK (2 tests; 41 assertions)
AdminBlacklistRouteIdValidationClosureModuleTest.php,PASS,OK (3 tests; 19 assertions)
AdminBladeButtonPermissionCoverageTest.php,PASS,OK (2 tests; 185 assertions)
AdminBladeButtonPermissionRouteCoverageTest.php,PASS,OK (1 test; 369 assertions)
AdminBladeLoginControllerLocalizationTest.php,PASS,OK (1 test; 19 assertions)
AdminBladeLoginViewConsistencyTest.php,PASS,OK (2 tests; 14 assertions)
AdminBladeModuleCoverageTest.php,KILLED,
AdminBladePagePanelModernizationTest.php,PASS,OK (1 test; 1 assertion)
AdminBladeUiTest.php,KILLED,
AdminBusinessPermissionMigrationTest.php,PASS,OK (1 test; 169 assertions)
AdminButtonPermissionVisibilityTest.php,KILLED,
AdminCancelAppliesCommentReadabilityTest.php,PASS,OK (2 tests; 37 assertions)
AdminCancelApplyApproveMt4ClosureModuleTest.php,KILLED,
AdminCancelApplyAtomicStorageClosureModuleTest.php,PASS,OK (2 tests; 4 assertions)
AdminCancelApplyDataScopeClosureTest.php,KILLED,
AdminCancelApplyLifecycleClosureModuleTest.php,PASS,OK (6 tests; 33 assertions)
AdminCancelApplyListStatusFilterValidationClosureModuleTest.php,KILLED,
AdminCancelApplyReviewModuleTest.php,PASS,OK (2 tests; 25 assertions)
AdminCancelApplyRouteIdValidationClosureModuleTest.php,PASS,OK (3 tests; 21 assertions)
AdminChannelsJsCommentReadabilityTest.php,KILLED,
AdminCheckPermissionMiddlewareReadabilityTest.php,PASS,OK (1 test; 23 assertions)
AdminChineseCommentReadabilityTest.php,PASS,OK (3 tests; 1351 assertions)
AdminCommissionListAgentIdValidationClosureModuleTest.php,KILLED,
AdminCommissionListSettleStatusValidationClosureModuleTest.php,KILLED,
AdminCommissionRequestIdValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminCommissionsCommentReadabilityTest.php,KILLED,
AdminCommissionTransferReconciliationClosureModuleTest.php,KILLED,
AdminCommissionTransferReconciliationMigrationRuntimeTest.php,PASS,OK (2 tests; 26 assertions)
AdminCommonJsCommentReadabilityTest.php,PASS,OK (2 tests; 15 assertions)
AdminCommonRuntimeLocalizationTest.php,PASS,OK (2 tests; 6 assertions)
AdminConfigCrudPermissionMigrationTest.php,KILLED,
AdminConfigVoucherModelCommentReadabilityTest.php,PASS,OK (2 tests; 81 assertions)
AdminContentAuthGiftModelCommentReadabilityTest.php,PASS,OK (2 tests; 69 assertions)
AdminContentCrudPermissionMigrationTest.php,PASS,OK (2 tests; 85 assertions)
AdminControllerCommentReadabilityTest.php,PASS,OK (1 test; 13 assertions)
AdminCoreMt4ModelCommentReadabilityTest.php,PASS,OK (2 tests; 108 assertions)
AdminCorePermissionMigrationTest.php,PASS,OK (1 test; 41 assertions)
AdminCrmUiBackendFieldAlignmentTest.php,PASS,OK (11 tests; 67 assertions)
AdminCrudUiControlsTest.php,KILLED,
AdminCssCommentReadabilityTest.php,PASS,OK (2 tests; 15 assertions)
AdminDashboardControllerCommentReadabilityTest.php,KILLED,
AdminDashboardControllerLocalizationTest.php,PASS,OK (2 tests; 6 assertions)
AdminDataScopeBindingDeleteIdValidationClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
AdminDataScopeBindingListAdminIdValidationClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
AdminDataScopeControllerWiringTest.php,KILLED,
AdminDataScopeJsCommentReadabilityTest.php,PASS,OK (2 tests; 17 assertions)
AdminDataScopeManagementTest.php,KILLED,
AdminDataScopeRoleIdListValidationClosureModuleTest.php,PASS,OK (3 tests; 12 assertions)
AdminDataScopeRuntimeLocalizationTest.php,PASS,OK (2 tests; 86 assertions)
AdminDataScopeSchemaCommentReadabilityTest.php,PASS,OK (2 tests; 60 assertions)
AdminDataScopeServiceTest.php,KILLED,
AdminDepositApproveSettlementClosureModuleTest.php,PASS,OK (3 tests; 13 assertions)
AdminDepositListStatusFilterValidationClosureModuleTest.php,KILLED,
AdminDepositListUserIdValidationClosureModuleTest.php,PASS,OK (2 tests; 8 assertions)
AdminDepositRequestIdValidationClosureModuleTest.php,KILLED,
AdminDepositsJsCommentReadabilityTest.php,PASS,OK (2 tests; 17 assertions)
AdminExceptionMessageLocalizationTest.php,PASS,OK (2 tests; 50 assertions)
AdminExchangeRateModuleTest.php,KILLED,
AdminFinanceConfigModelCommentReadabilityTest.php,PASS,OK (2 tests; 51 assertions)
AdminFundFlowModuleTest.php,KILLED,
AdminFundFlowPermissionMigrationTest.php,PASS,OK (1 test; 31 assertions)
AdminFundModelCommentReadabilityTest.php,KILLED,
AdminGiftAddressDefaultFilterValidationClosureModuleTest.php,PASS,OK (2 tests; 9 assertions)
AdminGiftDataScopeClosureModuleTest.php,PASS,OK (6 tests; 24 assertions)
AdminGiftItemNumericFilterValidationClosureModuleTest.php,PASS,OK (3 tests; 12 assertions)
AdminGiftModuleTest.php,KILLED,
AdminGiftUserIdValidationClosureModuleTest.php,PASS,OK (4 tests; 24 assertions)
AdminGroupConfigRouteIdValidationClosureModuleTest.php,KILLED,
AdminGroupConfigsCommentReadabilityTest.php,PASS,OK (2 tests; 59 assertions)
AdminGroupConfigValueValidationClosureModuleTest.php,KILLED,
AdminLayoutJsCommentReadabilityTest.php,PASS,OK (2 tests; 18 assertions)
AdminLayoutShellReadabilityTest.php,PASS,OK (2 tests; 19 assertions)
AdminLayoutUiModernizationTest.php,KILLED,
AdminLayoutUiReferenceDensityTest.php,PASS,OK (2 tests; 25 assertions)
AdminLayuiLayoutReadableChineseTest.php,PASS,OK (1 test; 20 assertions)
AdminLegacyAdministratorsClosureModuleTest.php,KILLED,
AdminLegacyAgentEditFailClosedTest.php,PASS,OK (1 test; 6 assertions)
AdminLegacyAgentEditInfoClosureModuleTest.php,PASS,OK (2 tests; 7 assertions)
AdminLegacyAgentEditSaveClosureModuleTest.php,KILLED,
AdminLegacyAgentStatisticsAdapterTest.php,KILLED,
AdminLegacyAgentUpdateDebugClosureModuleTest.php,PASS,OK (1 test; 6 assertions)
AdminLegacyAgentUserSaveClosureModuleTest.php,KILLED,
